row,name,brand,reason
53350,Pepperidge Farm Bread Rosemary,,US-style ingredient labeling: ENRICHED.*FLOUR.*FOLIC ACID
53351,Pepperidge Farm Bread Focaccia,,US-style ingredient labeling: ENRICHED.*FLOUR.*FOLIC ACID
53352,Pepperidge Farm Bread Olive Batard,,US-style ingredient labeling: ENRICHED.*FLOUR.*FOLIC ACID
53353,Pepperidge Farm Bread White Batard,,US-style ingredient labeling: ENRICHED.*FLOUR.*FOLIC ACID
53354,Pepperidge Farm Bread Wheat,,US-style ingredient labeling: ENRICHED.*FLOUR.*FOLIC ACID
53355,Sourdough Boule,,US-style ingredient labeling: ENRICHED.*FLOUR.*FOLIC ACID
53356,Whole Grain Super 10 Blend,,US-style ingredient labeling: ENRICHED.*FLOUR.*FOLIC ACID
53357,Pepperidge Farm Bread Sunflower,,US-style ingredient labeling: ENRICHED.*FLOUR.*FOLIC ACID
53358,Pepperidge Farm Bread Ciabatta,,US-style ingredient labeling: ENRICHED.*FLOUR.*FOLIC ACID
53359,Pepperidge Farm Bread Ciabatta,,US-style ingredient labeling: ENRICHED.*FLOUR.*FOLIC ACID
53360,Pepperidge Farm Bread Italian Sweet,,US-style ingredient labeling: ENRICHED.*FLOUR.*FOLIC ACID
53361,Pepperidge Farm Bread Sesame,,US-style ingredient labeling: ENRICHED.*FLOUR.*FOLIC ACID
53362,Pepperidge Farm Bread Focaccia,,US-style ingredient labeling: ENRICHED.*FLOUR.*FOLIC ACID
53363,Pepperidge Farm Bread Roasted Garlic,,US-style ingredient labeling: ENRICHED.*FLOUR.*FOLIC ACID
53364,Pepperidge Farm Bread Semolina,,US-style ingredient labeling: ENRICHED.*FLOUR.*FOLIC ACID
53365,Pepperidge Farm Bread Tuscan,,US-style ingredient labeling: ENRICHED.*FLOUR.*FOLIC ACID
53380,"Simply Indulgent Gourmet, Brownie Crisps Cookies",Simply Indulgent Gourmet,US-style ingredient labeling: ENRICHED.*FLOUR.*FOLIC ACID
53384,Cookies,Too Good Gourmet  Inc.,US-style ingredient labeling: ENRICHED.*FLOUR.*FOLIC ACID
53385,"Toogood Gourmet, Chocolate Bar Cookies",Too Good Gourmet  Inc.,US-style ingredient labeling: ENRICHED.*FLOUR.*FOLIC ACID
53386,"Super Chunk Cookies, Chocolate Chip",Simply Indulgent Gourmet,US-style ingredient labeling: ENRICHED.*FLOUR.*FOLIC ACID
53387,"Too Good Gourmet, Chocolate Chip Glazed Cookies",Too Good Gourmet,US-style ingredient labeling: ENRICHED.*FLOUR.*FOLIC ACID
53388,"Toogoodgourmet, Cupcake Cookies, Chocolate Chip, C",Too Good Gourmet  Inc.,US-style ingredient labeling: ENRICHED.*FLOUR.*FOLIC ACID
53389,"Too Good Gourmet, Lava Fudge Cupcake Cookies",Too Good Gourmet,US-style ingredient labeling: ENRICHED.*FLOUR.*FOLIC ACID
53390,"Too Good Gourmet, Chocolate Chip Cookies",Too Good Gourmet,US-style ingredient labeling: ENRICHED.*FLOUR.*FOLIC ACID
53391,Mini Cookies,,US-style ingredient labeling: ENRICHED.*FLOUR.*FOLIC ACID
53392,Lump Of Coal Cookies,,US-style ingredient labeling: ENRICHED.*FLOUR.*FOLIC ACID
53393,Cookies,Too Good Gourmet,US-style ingredient labeling: ENRICHED.*FLOUR.*FOLIC ACID
53394,"Simply Indulgent Gourmet, Dark Chocolate Pretzels",Simply Indulgent Gourmet,US-style ingredient labeling: ENRICHED.*FLOUR.*FOLIC ACID
53396,Cookies,,US-style ingredient labeling: ENRICHED.*FLOUR.*FOLIC ACID
53493,Pizzelle Cookie,Biscotti Brothers Bakery,US-style ingredient labeling: ENRICHED.*FLOUR.*FOLIC ACID
53494,Italian Waffle Cookie,,US-style ingredient labeling: ENRICHED.*FLOUR.*FOLIC ACID
53495,Pretzel Bites,Pretzilla,US-style ingredient labeling: ENRICHED.*FLOUR.*FOLIC ACID
53496,Pretzel Burger Buns,Pretzilla,US-style ingredient labeling: ENRICHED.*FLOUR.*FOLIC ACID
53497,Pretzel Sausage Buns,Pretzilla,US-style ingredient labeling: ENRICHED.*FLOUR.*FOLIC ACID
53498,Burger Buns Jalapeno,Pretzilla,US-style ingredient labeling: ENRICHED.*FLOUR.*FOLIC ACID
53526,All Purpose Enriched Wheat Flour,Amapola,US-style ingredient labeling: ENRICHED.*FLOUR.*FOLIC ACID
53562,Red Velvet Cake,Wal-Mart Stores  Inc.,US-style ingredient labeling: ENRICHED.*FLOUR.*FOLIC ACID
53563,"Marketside, Exquisite Red Velvet Cake By The Slice",Marketside,US-style ingredient labeling: ENRICHED.*FLOUR.*FOLIC ACID
53564,White Chocolate & Coconut,,US-style ingredient labeling: ENRICHED.*FLOUR.*FOLIC ACID
53565,Kalamata Olive,Marketside,US-style ingredient labeling: ENRICHED.*FLOUR.*FOLIC ACID
53567,Pizza,,US-style ingredient labeling: ENRICHED.*FLOUR.*FOLIC ACID
53568,Extra Large Extreme Bacon Pizza,,US-style ingredient labeling: ENRICHED.*FLOUR.*FOLIC ACID
53572,Sweet & Salty Bark Milk Chocolate With Pretzels & ,,US-style ingredient labeling: ENRICHED.*FLOUR.*FOLIC ACID
53574,Pull-apart Cinnamon Roll,,US-style ingredient labeling: ENRICHED.*FLOUR.*FOLIC ACID
53575,"Milk Chocolate Graham Crackers,",Marketside,US-style ingredient labeling: ENRICHED.*FLOUR.*FOLIC ACID
53585,Pure Belgian Chocolate Biscuit Selection,,US-style ingredient labeling: ENRICHED.*FLOUR.*FOLIC ACID
53601,Buttermilk Pancakes,Ralcorp Frozen Bakery Products  Inc.,US-style ingredient labeling: ENRICHED.*FLOUR.*FOLIC ACID
53665,"Bagel Snackers, Pepperoni",,US-style ingredient labeling: ENRICHED.*FLOUR.*FOLIC ACID
53667,Self-rising Crust Pizza,Giant,US-style ingredient labeling: ENRICHED.*FLOUR.*FOLIC ACID
53669,Pancake And Waffle Mix,,US-style ingredient labeling: ENRICHED.*FLOUR.*FOLIC ACID
53670,Low Fat Homestyle Waffles,,US-style ingredient labeling: ENRICHED.*FLOUR.*FOLIC ACID
53682,"Ahold, Dark Chocolate Thins Snacking Chocolate, Pr",Ahold,US-style ingredient labeling: ENRICHED.*FLOUR.*FOLIC ACID
53696,"Red G Blue Chocolate Candies, Yogurt Chips, Pretze",Limited Time Originals,US-style ingredient labeling: ENRICHED.*FLOUR.*FOLIC ACID
53711,A-one,Tea Toast,US-style ingredient labeling: ENRICHED.*FLOUR.*FOLIC ACID
53728,Edible Cookie Dough,,US-style ingredient labeling: ENRICHED.*FLOUR.*FOLIC ACID
53730,"Brooks Street Bakery, Classic European Pastry Ruga",Ander-Beacon Corporation,US-style ingredient labeling: ENRICHED.*FLOUR.*FOLIC ACID
53731,"Brooks Street Bakery, Classic European Pastry Ruga",Ander-Beacon Corporation,US-style ingredient labeling: ENRICHED.*FLOUR.*FOLIC ACID
53742,Chocolate Chip Cookies Finest Snacks,,US-style ingredient labeling: ENRICHED.*FLOUR.*FOLIC ACID
53818,"Miss Lilly's, Double Dark Chocolate Cookies, Savor",Brittany Records,US-style ingredient labeling: ENRICHED.*FLOUR.*FOLIC ACID
53827,Brownie Cookies,,US-style ingredient labeling: ENRICHED.*FLOUR.*FOLIC ACID
53832,Brownie Baking Mixes,Firenza,US-style ingredient labeling: ENRICHED.*FLOUR.*FOLIC ACID
53848,Flour Tortillas,Meijer,US-style ingredient labeling: ENRICHED.*FLOUR.*FOLIC ACID
53850,Multigrain Waffles,Meijer,US-style ingredient labeling: ENRICHED.*FLOUR.*FOLIC ACID
53853,Loaded Traditional Crust Supreme Pizza,Meijer  Inc.,US-style ingredient labeling: ENRICHED.*FLOUR.*FOLIC ACID
53859,"Pretzel Trio, Dark Chocolate, Milk Chocolate, And ",Meijer  Inc.,US-style ingredient labeling: ENRICHED.*FLOUR.*FOLIC ACID
53863,Peanut Butter Coated Pretzels,Meijer  Inc.,US-style ingredient labeling: ENRICHED.*FLOUR.*FOLIC ACID
53866,"Meijer, Chocolate Coated Pretzels",Meijer,US-style ingredient labeling: ENRICHED.*FLOUR.*FOLIC ACID
53868,Holiday Gingerbread Cookies,Lofthouse,US-style ingredient labeling: ENRICHED.*FLOUR.*FOLIC ACID
53869,Eight Grain Premium Bread,,US-style ingredient labeling: ENRICHED.*FLOUR.*FOLIC ACID
53870,Pumpernickel Rye Bread,Earl Of Sandwich,US-style ingredient labeling: ENRICHED.*FLOUR.*FOLIC ACID
53871,Withe Sourdough Breads,Earl Of Sandwich,US-style ingredient labeling: ENRICHED.*FLOUR.*FOLIC ACID
53872,"Eat Smart, Veggie Snacks, Peanut Butter",Apio  Inc.,US-style ingredient labeling: ENRICHED.*FLOUR.*FOLIC ACID
53882,"Tulip Street Bakery, Custard Filled Mini Eclairs",Boboli International  Llc,US-style ingredient labeling: ENRICHED.*FLOUR.*FOLIC ACID
53924,Kecap Manis,Abc,US-style ingredient labeling: INS\d{3}
53940,Flour Tortilla Wraps,Meijer  Inc.,US-style ingredient labeling: ENRICHED.*FLOUR.*FOLIC ACID
53941,Burrito Flour Tortilla,Meijer,US-style ingredient labeling: ENRICHED.*FLOUR.*FOLIC ACID
53947,"Meijer, Milk Chocolate Covered Pretzels",Meijer,US-style ingredient labeling: ENRICHED.*FLOUR.*FOLIC ACID
53951,Crispsy Thin Crust Pizza,Meijer,US-style ingredient labeling: ENRICHED.*FLOUR.*FOLIC ACID
53952,Homestyle Waffles,Meijer,US-style ingredient labeling: ENRICHED.*FLOUR.*FOLIC ACID
53953,"Buttermilk Waffles, Buttermilk",Meijer,US-style ingredient labeling: ENRICHED.*FLOUR.*FOLIC ACID
53954,Frederik's Entertainment Vegetable Premium Cracker,Meijer,US-style ingredient labeling: ENRICHED.*FLOUR.*FOLIC ACID
53955,Patriotic Pretzels,,US-style ingredient labeling: ENRICHED.*FLOUR.*FOLIC ACID
53967,Pecan Shortbread Cookies,,US-style ingredient labeling: ENRICHED.*FLOUR.*FOLIC ACID
53968,"Chili's, Honey Chipotle Barbecue Chicken Flatbread",Chili'S,US-style ingredient labeling: ENRICHED.*FLOUR.*FOLIC ACID
53971,Turkey Club Ciabatta,Gretchen'S Shoebox Express,US-style ingredient labeling: ENRICHED.*FLOUR.*FOLIC ACID
53984,"Lightly Sweet & Crunchy Snacks, Dark Chocolate Che",Nonni'S,US-style ingredient labeling: ENRICHED.*FLOUR.*FOLIC ACID
53988,"Rising Crust Pizza, Chicken Bacon Ranch",,US-style ingredient labeling: ENRICHED.*FLOUR.*FOLIC ACID
53995,Honey Wheat Braids,Meijer,US-style ingredient labeling: ENRICHED.*FLOUR.*FOLIC ACID
53996,Butter Braids Pretzels,Meijer,US-style ingredient labeling: ENRICHED.*FLOUR.*FOLIC ACID
53998,Pretzels Rings,,US-style ingredient labeling: ENRICHED.*FLOUR.*FOLIC ACID
53999,Apple Cider Cinnamon Flavoured Yogurt Dipped Pretz,,US-style ingredient labeling: ENRICHED.*FLOUR.*FOLIC ACID
54000,"Pumpkin Spice Flavoured Yogurt Dipped Pretzels,",,US-style ingredient labeling: ENRICHED.*FLOUR.*FOLIC ACID
54002,Walnut Strudel Roll,,US-style ingredient labeling: ENRICHED.*FLOUR.*FOLIC ACID
54003,"Coffoaro's Baking Co., Biscotti, Chocolate Cherry",Coffaro'S Baking Company,US-style ingredient labeling: ENRICHED.*FLOUR.*FOLIC ACID
54006,Jamaican Style Vegetable Patties,,US-style ingredient labeling: ENRICHED.*FLOUR.*FOLIC ACID
54029,"Mv Essentials, Baked Pretzel Rods",Mv Essentials,US-style ingredient labeling: ENRICHED.*FLOUR.*FOLIC ACID
54031,"My Essentials, Homestyle Waffles",My Essentials,US-style ingredient labeling: ENRICHED.*FLOUR.*FOLIC ACID
54036,Milk Chocolate Covered Peanut Butter Filled Pretze,,US-style ingredient labeling: ENRICHED.*FLOUR.*FOLIC ACID
54043,Spinach & Artichoke Cheese Dip,,US-style ingredient labeling: ENRICHED.*FLOUR.*FOLIC ACID
54047,Snack Crackers,Taste Of Inspirations,US-style ingredient labeling: ENRICHED.*FLOUR.*FOLIC ACID
54080,"Audrey's Cookies, Cookies, White Chocolate Cranber",Chica Bella  Inc.,US-style ingredient labeling: ENRICHED.*FLOUR.*FOLIC ACID
54133,Cake Bars Vanilla Bean,,US-style ingredient labeling: ENRICHED.*FLOUR.*FOLIC ACID
54134,"Ticklebelly, Cakebars Simply Vanilla Bean",Steven-Robert Desserts,US-style ingredient labeling: ENRICHED.*FLOUR.*FOLIC ACID
54135,"Ticklebelly, Cakebars",Steven-Robert Desserts,US-style ingredient labeling: ENRICHED.*FLOUR.*FOLIC ACID
54138,Beef Franks In A Blanket,Perfection Foods Company  Inc.,US-style ingredient labeling: ENRICHED.*FLOUR.*FOLIC ACID
54144,Low Fat Tug Of Wheat Pretzels,The Fresh Market,US-style ingredient labeling: ENRICHED.*FLOUR.*FOLIC ACID
54145,Tic Tac Toe Pretzels Waffles,Tic Tac,US-style ingredient labeling: ENRICHED.*FLOUR.*FOLIC ACID
54149,"The Fresh Market, Original Yogurt, Peanut Butter P",The Fresh Market,US-style ingredient labeling: ENRICHED.*FLOUR.*FOLIC ACID
54155,"The Fresh Market, Valentine's Day Strawberry Yogur",The Fresh Market,US-style ingredient labeling: ENRICHED.*FLOUR.*FOLIC ACID
54158,"The Fresh Market, Cranberry Pretzel Crunch",The Fresh Market,US-style ingredient labeling: ENRICHED.*FLOUR.*FOLIC ACID
54165,"The Fresh Market, Pretzels, Peanut Butter",The Fresh Market,US-style ingredient labeling: ENRICHED.*FLOUR.*FOLIC ACID
54166,"The Fresh Market, Yogurt Pretzels",The Fresh Market,US-style ingredient labeling: ENRICHED.*FLOUR.*FOLIC ACID
54167,"The Fresh Market, Coconut Yogurt Pretzels",The Fresh Markets,US-style ingredient labeling: ENRICHED.*FLOUR.*FOLIC ACID
54177,Pretzels,,US-style ingredient labeling: ENRICHED.*FLOUR.*FOLIC ACID
54178,Autumn Harvest Pretzels,,US-style ingredient labeling: ENRICHED.*FLOUR.*FOLIC ACID
54179,Yogurt Pretzels,,US-style ingredient labeling: ENRICHED.*FLOUR.*FOLIC ACID
54205,Pretzels Pearls,Pretzel Pete,US-style ingredient labeling: ENRICHED.*FLOUR.*FOLIC ACID
54206,Pecan Shortbread Cookies,,US-style ingredient labeling: ENRICHED.*FLOUR.*FOLIC ACID
54207,Milk Chocolate Pretzel Bark,Landmark Confections,US-style ingredient labeling: ENRICHED.*FLOUR.*FOLIC ACID
54290,"Sofella, Pound Cake Mix, Chocolate Peppermint",Rje Trade International  Inc.,US-style ingredient labeling: ENRICHED.*FLOUR.*FOLIC ACID
54326,"Aunt Gussie's, Cookies With Almonds, Chocolate Chi",Aunt Gussie'S Cookies & Crackers,US-style ingredient labeling: ENRICHED.*FLOUR.*FOLIC ACID
54332,Puff Pastry Bites Chocolate Chip With Cinnamon & S,,US-style ingredient labeling: ENRICHED.*FLOUR.*FOLIC ACID
54349,Energy Blend,Imperial Nuts,US-style ingredient labeling: ENRICHED.*FLOUR.*FOLIC ACID
54354,Coconut Roll,Honey Bun,US-style ingredient labeling: ENRICHED.*FLOUR.*FOLIC ACID
54359,Deluxe Marble Cake Mix,The Great Atlantic & Pacific Tea Company  Inc.,US-style ingredient labeling: ENRICHED.*FLOUR.*FOLIC ACID
54360,"America's Choice, Deluxe Red Velvet Cake Mix",America'S Choice,US-style ingredient labeling: ENRICHED.*FLOUR.*FOLIC ACID
54362,Everything Good Crackers,Z Crackers,US-style ingredient labeling: ENRICHED.*FLOUR.*FOLIC ACID
54363,Regular Hushpuppies,Harvest Select,US-style ingredient labeling: ENRICHED.*FLOUR.*FOLIC ACID
54400,English Muffins,,US-style ingredient labeling: ENRICHED.*FLOUR.*FOLIC ACID
54401,Crisps Toffee Water Cookies,Crisp,US-style ingredient labeling: ENRICHED.*FLOUR.*FOLIC ACID
54402,"Desserts On Us, Laceys, Almond & Dark Chocolate",Desserts On Us  Inc.,US-style ingredient labeling: ENRICHED.*FLOUR.*FOLIC ACID
54414,"Frappuccino, Cookie Straw",Starbucks Coffee Company,US-style ingredient labeling: ENRICHED.*FLOUR.*FOLIC ACID
54423,Bars,,US-style ingredient labeling: ENRICHED.*FLOUR.*FOLIC ACID
54425,Cookie Straws,,US-style ingredient labeling: ENRICHED.*FLOUR.*FOLIC ACID
54426,Cookie Straws,,US-style ingredient labeling: ENRICHED.*FLOUR.*FOLIC ACID
54427,"Pumpkin Spice Cookie Straws,",,US-style ingredient labeling: ENRICHED.*FLOUR.*FOLIC ACID
54428,Cookie Straws,,US-style ingredient labeling: ENRICHED.*FLOUR.*FOLIC ACID
54433,Beef Franks In Puff Pastry,,US-style ingredient labeling: ENRICHED.*FLOUR.*FOLIC ACID
54446,Grilled Cheese Sandwich,,US-style ingredient labeling: ENRICHED.*FLOUR.*FOLIC ACID
54453,Butter Chicken,Sukhi’S,US-style ingredient labeling: ENRICHED.*FLOUR.*FOLIC ACID
54583,Claim Jumper Lattice Apple Pie,,US-style ingredient labeling: ENRICHED.*FLOUR.*FOLIC ACID
54584,"Claim Jumper Blackberry Pie, 46 OZ",,US-style ingredient labeling: ENRICHED.*FLOUR.*FOLIC ACID
54585,"Claim Jumper Razzleberry Pie, 40 OZ",,US-style ingredient labeling: ENRICHED.*FLOUR.*FOLIC ACID
54586,"Claim Jumper Cherry Crunch Pie, 42 OZ",,US-style ingredient labeling: ENRICHED.*FLOUR.*FOLIC ACID
54587,"Claim Jumper Pumpkin Pecan Pie, 38 OZ",,US-style ingredient labeling: ENRICHED.*FLOUR.*FOLIC ACID
54596,Orangesicle Cupcakes,,US-style ingredient labeling: ENRICHED.*FLOUR.*FOLIC ACID
54647,Uncooked Stuffed Broccoli & Cheese Chicken Cutlett,Giant Tiger Marche,US-style ingredient labeling: ENRICHED.*FLOUR.*FOLIC ACID
54648,Giant Tiger Dill Pickle Coins,Marche,US-style ingredient labeling: ENRICHED.*FLOUR.*FOLIC ACID
54688,Pretzel Beads Snacks,Sunrise,US-style ingredient labeling: ENRICHED.*FLOUR.*FOLIC ACID
54691,Pane Toscano Loaf,La Brea Bakery,US-style ingredient labeling: ENRICHED.*FLOUR.*FOLIC ACID
54703,"The Cheeseecake Factory, Original Cheeseecake",The Cheesecake Factory Bakery Incorporated,US-style ingredient labeling: ENRICHED.*FLOUR.*FOLIC ACID
54712,The Complete Cookie Chocolate Chip,Lenny & Larry'S,US-style ingredient labeling: ENRICHED.*FLOUR.*FOLIC ACID
54713,The Complete Cookie Snickerdoodle,Lenny & Larry'S,US-style ingredient labeling: ENRICHED.*FLOUR.*FOLIC ACID
54714,The Complete Cookie Double Chocolate,Llc.,US-style ingredient labeling: ENRICHED.*FLOUR.*FOLIC ACID
54715,"Apple Pie Baked Nutrition Cookie,",,US-style ingredient labeling: ENRICHED.*FLOUR.*FOLIC ACID
54716,"White Chocolatey Razzberry Cookie, Razzberry",,US-style ingredient labeling: ENRICHED.*FLOUR.*FOLIC ACID
54717,The Complete Cookie Birthday Cake,Lenny & Larry'S,US-style ingredient labeling: ENRICHED.*FLOUR.*FOLIC ACID
54718,The Complete Cookie,Lenny & Larry'S,US-style ingredient labeling: ENRICHED.*FLOUR.*FOLIC ACID
54719,Lenny & Larry's The Complete Cookie Choc O Mint,Lenny & Larry'S,US-style ingredient labeling: ENRICHED.*FLOUR.*FOLIC ACID
54720,Lenny & Larry's The Complete Cookie Apple Pie,Lenny & Larry'S,US-style ingredient labeling: ENRICHED.*FLOUR.*FOLIC ACID
54721,The Complete Cookie Oatmeal Raisin,Lenny & Larry'S,US-style ingredient labeling: ENRICHED.*FLOUR.*FOLIC ACID
54722,The Complete Cookie Pumpkin Spice,Lenny & Larry'S,US-style ingredient labeling: ENRICHED.*FLOUR.*FOLIC ACID
54723,The Complete Cookie Snickerdoodle,Lenny & Larry'S,US-style ingredient labeling: ENRICHED.*FLOUR.*FOLIC ACID
54724,The Complete Cookie Birthday Cake,Lenny & Larry'S,US-style ingredient labeling: ENRICHED.*FLOUR.*FOLIC ACID
54725,"Lemon Poppy Baked Nutrition Seed Cookies, Seed",,US-style ingredient labeling: ENRICHED.*FLOUR.*FOLIC ACID
54735,Bar Mix,Ferris,US-style ingredient labeling: ENRICHED.*FLOUR.*FOLIC ACID
54744,Flour Tortillas,La Abuela,US-style ingredient labeling: ENRICHED.*FLOUR.*FOLIC ACID
54754,Deluxe Italian Assortment,,US-style ingredient labeling: ENRICHED.*FLOUR.*FOLIC ACID
54755,"Yogurt Pretzels, Cinnamon",Tropical Foods Inc.,US-style ingredient labeling: ENRICHED.*FLOUR.*FOLIC ACID
54756,"Hayden Valley Foods, Yogurt Pretzels, Key Lime",Tropical Foods Inc.,US-style ingredient labeling: ENRICHED.*FLOUR.*FOLIC ACID
54759,Chocolate Pretzels,Tropical Foods Inc.,US-style ingredient labeling: ENRICHED.*FLOUR.*FOLIC ACID
54761,"Straub's, Yogurt Pretzels",Straub'S,US-style ingredient labeling: ENRICHED.*FLOUR.*FOLIC ACID
54763,"Straub's, Yogurt Pretzels",Straub'S,US-style ingredient labeling: ENRICHED.*FLOUR.*FOLIC ACID
54764,Cinnamon Yogurt Pretzels,Straub'S,US-style ingredient labeling: ENRICHED.*FLOUR.*FOLIC ACID
54765,"Straub's, Strawberry Yogurt Pretzels",Straub'S,US-style ingredient labeling: ENRICHED.*FLOUR.*FOLIC ACID
54859,Organic Potstickers Vegetable Dumplings,Bibigo,US-style ingredient labeling: ENRICHED.*FLOUR.*FOLIC ACID
54860,Steamed Dumplings Chicken & Vegetable,Bibigo,US-style ingredient labeling: ENRICHED.*FLOUR.*FOLIC ACID
54889,Shrimp Flavour Ramen Express,,US-style ingredient labeling: ENRICHED.*FLOUR.*FOLIC ACID
54957,Chocolate Enrobed Shortbread Cookie,,US-style ingredient labeling: ENRICHED.*FLOUR.*FOLIC ACID
55004,Oven Roasted Turkey W /lettuce & Tomato On A Sub R,Rachael'S,US-style ingredient labeling: ENRICHED.*FLOUR.*FOLIC ACID
55007,Girl Scout Thin Mints Pretzels,Girl Scout,US-style ingredient labeling: ENRICHED.*FLOUR.*FOLIC ACID
55008,"Jalapeno Crusted Steak With Cheddar-jack Cheese, S",,US-style ingredient labeling: ENRICHED.*FLOUR.*FOLIC ACID
55017,Mini Teddy Cookies,,US-style ingredient labeling: ENRICHED.*FLOUR.*FOLIC ACID
55024,Italian Style Bruschette,,US-style ingredient labeling: ENRICHED.*FLOUR.*FOLIC ACID
55025,Italian Style Bruschette Bites,Ital Food Sa,US-style ingredient labeling: ENRICHED.*FLOUR.*FOLIC ACID
55026,Italian Style Bruschette Bites,Oven Baked,US-style ingredient labeling: ENRICHED.*FLOUR.*FOLIC ACID
55041,Milk Chocolate,Snappers,US-style ingredient labeling: ENRICHED.*FLOUR.*FOLIC ACID
55042,"Milk Chocolate Peanut Butter, Sweet Pretzel Treat",Snappers,US-style ingredient labeling: ENRICHED.*FLOUR.*FOLIC ACID
55043,A Crunchy Salty Sweet Caramel Pretzel Treat,Snappers,US-style ingredient labeling: ENRICHED.*FLOUR.*FOLIC ACID
55050,"Wilbur's Of Maine, All Natural Pretzel Balls, Milk",Wilbur'S Of Maine Chocolate Confections,US-style ingredient labeling: ENRICHED.*FLOUR.*FOLIC ACID
55083,"Organic Bean, Rice & Cheese Burritos",Lilly B'S,US-style ingredient labeling: ENRICHED.*FLOUR.*FOLIC ACID
55090,Pizza Dough,,US-style ingredient labeling: ENRICHED.*FLOUR.*FOLIC ACID
55109,"Cookies, Double Chocolate Chunk",Icj Cookies,US-style ingredient labeling: ENRICHED.*FLOUR.*FOLIC ACID
55110,"Mint Chocolate Heaven Cookie, Heaven",Icj Cookies,US-style ingredient labeling: ENRICHED.*FLOUR.*FOLIC ACID
55113,Garden Salad,,US-style ingredient labeling: ENRICHED.*FLOUR.*FOLIC ACID
55116,"Roasted Red Pepper Italian Style Pinwheel Snack, P",,US-style ingredient labeling: ENRICHED.*FLOUR.*FOLIC ACID
55141,"Snackitudes, Twisted Covered Pretzels, Smore's",Creative Snacks Co.  Llc,US-style ingredient labeling: ENRICHED.*FLOUR.*FOLIC ACID
55143,Peppermint Yogurt Pretzels,Creative Snacks Co.,US-style ingredient labeling: ENRICHED.*FLOUR.*FOLIC ACID
55145,Dark Chocolate Peppermint Pretzels,Creative Snacks Co.  Llc,US-style ingredient labeling: ENRICHED.*FLOUR.*FOLIC ACID
55146,Pumpkin Spice Yogurt Pretzels,Creative Snacks Co,US-style ingredient labeling: ENRICHED.*FLOUR.*FOLIC ACID
55147,"Creative Snacks Co., Pretzels, Dark Chocolate",Creative Snacks Co.  Llc,US-style ingredient labeling: ENRICHED.*FLOUR.*FOLIC ACID
55148,Dark Chocolate Pretzels,Creative Snacks Co.,US-style ingredient labeling: ENRICHED.*FLOUR.*FOLIC ACID
55149,Pumpkin Spice Yogurt Pretzels,,US-style ingredient labeling: ENRICHED.*FLOUR.*FOLIC ACID
55150,Yogurt Pretzels,,US-style ingredient labeling: ENRICHED.*FLOUR.*FOLIC ACID
55151,Pretzels,,US-style ingredient labeling: ENRICHED.*FLOUR.*FOLIC ACID
55152,Peppermint Pretzels Yogurt,,US-style ingredient labeling: ENRICHED.*FLOUR.*FOLIC ACID
55169,Chocolate Chip,,US-style ingredient labeling: ENRICHED.*FLOUR.*FOLIC ACID
55171,Thin Snacking Cookies,,US-style ingredient labeling: ENRICHED.*FLOUR.*FOLIC ACID
55172,Thin Snacking Cookies,,US-style ingredient labeling: ENRICHED.*FLOUR.*FOLIC ACID
55173,"Thin Snacking Cookies, Chocolate Chip",,US-style ingredient labeling: ENRICHED.*FLOUR.*FOLIC ACID
55192,"Nutheads, Milk Chocolate Covered Pretzel Thins",Nutheads Chocolate Factory,US-style ingredient labeling: ENRICHED.*FLOUR.*FOLIC ACID
55206,Chocolate Chip Cookie Thins,,US-style ingredient labeling: ENRICHED.*FLOUR.*FOLIC ACID
55208,Raspberry Twists,,US-style ingredient labeling: ENRICHED.*FLOUR.*FOLIC ACID
55281,Wafer Rolls,Cafe Louvre,US-style ingredient labeling: ENRICHED.*FLOUR.*FOLIC ACID
55320,Sauté Teriyaki Veggies AND Sauce,Taylor Farms,US-style ingredient labeling: ENRICHED.*FLOUR.*FOLIC ACID
55323,Flour Tortilla Mix,Selecta,US-style ingredient labeling: ENRICHED.*FLOUR.*FOLIC ACID
55338,Ultimeat Pizza,,US-style ingredient labeling: ENRICHED.*FLOUR.*FOLIC ACID
55355,"Dierbergs, Concierge Mix",,US-style ingredient labeling: ENRICHED.*FLOUR.*FOLIC ACID
55401,Crunchy Cookie Chips,Hannahmax Baking,US-style ingredient labeling: ENRICHED.*FLOUR.*FOLIC ACID
55402,Cookie Chips,Hannahmax Baking,US-style ingredient labeling: ENRICHED.*FLOUR.*FOLIC ACID
55406,Chicken Breast Rings With Rib Meat,Family Favorites,US-style ingredient labeling: ENRICHED.*FLOUR.*FOLIC ACID
55407,Buffalo Style Boneless Chicken Wings,,US-style ingredient labeling: ENRICHED.*FLOUR.*FOLIC ACID
55408,Chicken Breast Patties,Family Favorites,US-style ingredient labeling: ENRICHED.*FLOUR.*FOLIC ACID
55411,Yogurt Pretzels,World Foods Products Inc.,US-style ingredient labeling: ENRICHED.*FLOUR.*FOLIC ACID
55413,Natural Yogurt Pretzels,,US-style ingredient labeling: ENRICHED.*FLOUR.*FOLIC ACID
55447,"Vermont Chocolatees, Assorted Mini-twists",Vermont Nut Free Chocolate Company Inc,US-style ingredient labeling: ENRICHED.*FLOUR.*FOLIC ACID
55449,"Vermont Nut Free Chocolatees, Mini-twists Pretzels",Vermont Nut Free Chocolate Company Inc,US-style ingredient labeling: ENRICHED.*FLOUR.*FOLIC ACID
