row,name,category,pattern_matched
28735,Nouilles Dan Bol Poulet Apollo,"Plant-based foods and beverages, Plant-b",\bNouilles\b
28739,Crakes Choc,"Snacks, Snacks sucrés",\bsucrés\b
28744,Chocolate Lait Est Créme,"Snacks, Snacks sucrés",\bsucrés\b
28745,Koolbreak,"Snacks, Snacks sucrés",\bsucrés\b
28902,Palmiers Prussiens,"Snacks, Snacks sucrés",\bsucrés\b
28907,Popcorn Milk,"Confiseries chocolatées, Popcorn sucré",\bConfiseries\b
28918,Choco Sensations,"Snacks, Snacks sucrés",\bsucrés\b
28937,"Tiny Toblerone Milk, White & Dark","Snacks, Snacks sucrés",\bsucrés\b
28956,Oreo Chocolate Minis Cup,"Snacks, Snacks sucrés",\bsucrés\b
28957,Milka Lu,"Snacks, Snacks sucrés",\bsucrés\b
28974,Pandoro,"Snacks, Snacks sucrés",\bsucrés\b
28977,Limoncino,"Snacks, Snacks sucrés",\bsucrés\b
29006,Mentos Sugar Free Mint Gum Pocket Bottle,"Snacks, Snacks sucrés",\bsucrés\b
29009,Mentos Peppermint Gum,"Snacks, Snacks sucrés",\bsucrés\b
29011,Mentos Chewing Gum Pure Fresh Freshmint,"snacks, snacks-sucrés",\bsucrés\b
29019,Gullon Maria Integral,"Snacks, Snacks sucrés",\bsucrés\b
29027,Puleva Omega 3 Almendra,Produits laitiers,\bProduits laitiers\b
29117,Hot Rice Crackers,"Snacks, Snacks salés",\bsalés\b
29120,Stroopkoekjes,"Snacks, Snacks sucrés",\bsucrés\b
29286,Jimjam,"Snacks, Snacks sucrés",\bsucrés\b
29393,Happy-happy Chico-chips Cookies,"Snacks, Snacks sucrés",\bsucrés\b
29602,Winter Green Mentos,"Snacks, Snacks sucrés",\bsucrés\b
29619,Oreo Chocolate Sandwich Biscuits,"Snacks, Snacks sucrés",\bsucrés\b
29642,Matre Truffout Fein Schmelzende Bitter Schokolade,"Snacks, Snacks sucrés",\bsucrés\b
29686,Yoplait Vanilla Yoghurt,"Produits laitiers, Produits fermentés",\bProduits laitiers\b
29828,Fruit & Cream Sugar Free Chews,"Snacks, Snacks sucrés",\bsucrés\b
29829,Chews Sugar Free Strawberries,"Snacks, Snacks sucrés",\bsucrés\b
29858,Sugar Free Cola Bottles,"Snacks, Snacks sucrés",\bsucrés\b
29900,Crankt CHOC Protein,"Produits laitiers, Laits",\bProduits laitiers\b
29995,"Oat 25, Strawberry","Snacks, Snacks sucrés",\bsucrés\b
30227,Scoops! Multigrain Tortilla Chips,"Snacks, Snacks salés",\bsalés\b
30598,Hello Panda,"Snacks, Snacks sucrés",\bsucrés\b
31056,Peanut Butter Cup,"Snacks, Snacks sucrés",\bsucrés\b
31355,Galettes Bretonnes,"Snacks, Snacks sucrés",\bsucrés\b
31412,Cherry Yogurt,"Produits laitiers, Produits fermentés",\bProduits laitiers\b
31419,Safari 2 In 1,"Dairies, Fermented foods",\bfromage\b
31489,Cent Wafers,"Snacks, Snacks sucrés",\bsucrés\b
31490,Huggy Bear,"Snacks, Snacks sucrés",\bsucrés\b
31532,Viennois Chocolate,"Produits laitiers, Desserts",\bProduits laitiers\b
31534,Donut,"Snacks, Snacks sucrés",\bsucrés\b
31555,Boursin Portions Garlic & Herbs,"Produits laitiers, Produits fermentés",\bProduits laitiers\b
31567,Chocolate Lait Fourré,"Snacks, Snacks sucrés",\bsucrés\b
31577,Pure Isolate Whey Chocolate 2KG Eric Favre,"Compléments alimentaires, Compléments po",\bCompléments alimentaires\b
31578,Chocolate Noir Et Pointe De Sel,"Snacks, Snacks sucrés",\bsucrés\b
31579,Cakes Fourrés Fraise Sans Gluten,"Snacks, Snacks sucrés",\bsucrés\b
31598,Noir Extra,"Produits laitiers, Produits fermentés",\bProduits laitiers\b
31650,Lindt Dubai Chocolate,"Snacks, Snacks sucrés",\bsucrés\b
32210,Kit Kat Ruby Cocoa Beans,"Snacks, Snacks sucrés",\bsucrés\b
32218,Protein Bar - Coconut Almond,"Compléments alimentaires, Compléments po",\bCompléments alimentaires\b
32337,Salted Popcorn,"Snacks, Snacks salés",\bsalés\b
32341,Cream Crackers,"Snacks, Snacks salés",\bsalés\b
32357,M&M'S Choco Dose,"Snacks, Snacks sucrés",\bsucrés\b
32370,Table Water,"Snacks, Snacks salés",\bsalés\b
32377,Twiglets Original,"Snacks, Snacks salés",\bsalés\b
32623,Cheddar Scones,"Snacks, Snacks sucrés",\bsucrés\b
32689,Rainbow Drops,"Snacks, Snacks sucrés",\bsucrés\b
32798,Sesame Naps,"Snacks, Snacks sucrés",\bsucrés\b
33383,Lighter Life Shake,"Produits laitiers, Laits",\bProduits laitiers\b
33585,Cappuccino Nut,"Compléments alimentaires, Compléments po",\bCompléments alimentaires\b
33878,Tortilla Chips,"Snacks, Snacks salés",\bsalés\b
33895,Yahourt,"Produits laitiers, Produits fermentés",\bProduits laitiers\b
33910,Vegan Tortilla Chips Kale & Spanish,"Snacks, Snacks salés",\bsalés\b
33914,Rainbow Roots Veg Crispss,"Snacks, Snacks salés",\bsalés\b
33929,Dark Chocolate Protein Energy Ball,"Compléments alimentaires, Compléments po",\bCompléments alimentaires\b
34258,The Premium Collection Chocolatees,"Snacks, Snacks sucrés",\bsucrés\b
34308,Gâteau Cereal Grec,biscuits,\bgâteau\b
34350,Tortilla Chips Caramelized Onion,"Snacks, Snacks salés",\bsalés\b
34380,Cookie Shots - Brownie Biscuits,"Snacks, Snacks sucrés",\bsucrés\b
34428,Custard Creams,"Snacks, Snacks sucrés",\bsucrés\b
34440,Choc Orange,"Snacks, Snacks sucrés",\bsucrés\b
34441,Sport & Energy Cake,"Snacks, Snacks sucrés",\bsucrés\b
34447,Guylian Chocolate Seashells,"Snacks, Snacks sucrés",\bsucrés\b
34460,Pure Chocolade,"Snacks, Snacks sucrés",\bsucrés\b
34464,Rochers Coco Gluten Free,"Snacks, Snacks sucrés",\bsucrés\b
34481,Aïki Nouilles Chicken,"Plantaardige levensmiddelen en dranken, ",\bNouilles\b
34527,Spreadable,"Produits laitiers, Matières grasses",\bProduits laitiers\b
34563,Crunchy Banana - Santé,"snacks, snacks-sucrés",\bsucrés\b
34618,Happy Wafers Nuts,"Snacks, Snacks sucrés",\bsucrés\b
34739,Cottage Cheese,"Produits laitiers, Produits fermentés",\bProduits laitiers\b
34777,Noir Pur Fruité,"Snacks, Snacks sucrés",\bsucrés\b
34778,Les Mini Chocolates Suisses,"Snacks, Snacks sucrés",\bsucrés\b
34782,Swiss Milk Chocolate,"Snacks, Snacks sucrés",\bsucrés\b
34785,Lindt Excellence Poire Intense,"Snacks, Snacks sucrés",\bsucrés\b
34794,Melted Cheese,"Produits laitiers, Produits fermentés",\bProduits laitiers\b
34848,Yaourt,"Produits laitiers, Produits fermentés",\bProduits laitiers\b
34850,Chocolate Chew,"Snacks, Snacks sucrés",\bsucrés\b
34866,Oreo Original,"Snacks, Snacks sucrés",\bsucrés\b
34908,Marabou Premium 70 % Cocoa,"Snacks, Snacks sucrés",\bsucrés\b
34930,Loacker Gardena Chocolate Wafers,"Snacks, Snacks sucrés",\bsucrés\b
34964,Plum Cake,"Snacks, Snacks sucrés",\bsucrés\b
34969,Panettone Classico,"Snacks, Snacks sucrés",\bsucrés\b
35026,Original Oreo,"Snacks, Snacks sucrés",\bsucrés\b
35051,Chocolatees Cacao Dark Chocolate With Caramel And Sea Salt,"Snacks, Snacks sucrés",\bsucrés\b
35052,Orange Flavoured Chocolate,"Snacks, Snacks sucrés",\bsucrés\b
35053,Yogur Sabor Vainilla,"Produits laitiers, Produits fermentés",\bProduits laitiers\b
35063,Maria,"Snacks, Snacks sucrés",\bsucrés\b
35073,Lacasitos Bote,"Snacks, Snacks sucrés",\bsucrés\b
35077,Buscalios,"Snacks, Snacks salés",\bsalés\b
35083,Coco Wafers,"Snacks, Snacks sucrés",\bsucrés\b
35122,Choco Bananica,"Snacks, Snacks sucrés",\bsucrés\b
35132,Stick Crackers,"Snacks, Snacks sucrés",\bsucrés\b
35153,Pennywafles,"Snacks, Snacks sucrés",\bsucrés\b
35169,Sauce Fromage,"Condiments, Aides culinaires",\bfromage\b
35240,"Body &fit Protein Cookie, Almond Flavour","Snacks, Snacks sucrés",\bsucrés\b
35424,Brownies,"Snacks, Snacks sucrés",\bsucrés\b
35432,Pop Corn Shed Salted Caramel,"Snacks, Snacks sucrés",\bsucrés\b
35441,Kit Kat Milk Chocolate Block,"Snacks, Snacks sucrés",\bsucrés\b
35507,Pods Twix Imp,"Snacks, Snacks sucrés",\bsucrés\b
35698,Coconut Macadamia Protein Energy Ball,"Snacks, Snacks sucrés",\bsucrés\b
35771,Lemon Delight Thins,"Snacks, Snacks sucrés",\bsucrés\b
35848,Kit Kat Chunky,"Snacks, Snacks sucrés",\bsucrés\b
35901,Mini Eggs,"Snacks, Snacks sucrés",\bsucrés\b
35957,Heavenly Butter,"Produits laitiers, Produits fermentés",\bProduits laitiers\b
35966,Chocolate Noir,"Snacks, Snacks sucrés",\bsucrés\b
35979,Tartichoc,"Snacks, Snacks sucrés",\bsucrés\b
36012,Blanc Dessert,"Snacks, Snacks sucrés",\bsucrés\b
36091,Red Leicester,"Produits laitiers, Produits fermentés",\bProduits laitiers\b
36229,Organic Dark Chocolate Bar,"Snacks, Snacks sucrés",\bsucrés\b
36308,Nouilles Larges Aux Oeufs Wingman,Noodles,\bNouilles\b
36716,Milk Chocolate & Peanut Butter Pumpkins,"Snacks, Snacks sucrés",\bsucrés\b
36799,Liberté Classique Yogourt Mûre Blackberry,"Produits laitiers, Produits fermentés",\bProduits laitiers\b
36925,Little Bites,"Snacks, Snacks sucrés",\bsucrés\b
36973,Rice Noodles With Kimchi Flavoured Soup,"Soupes, Nouilles asiatiques aromatis",\bNouilles\b
37050,Parmesan Rapé,"Produits laitiers, Produits fermentés",\bProduits laitiers\b
37099,Yogourt,"Produits laitiers, Produits fermentés",\bProduits laitiers\b
37100,Souris En Chocolate - Noir À De Cacao,chocolat,\bchocolat\b
37261,Paneer,"Produits laitiers, Produits fermentés",\bProduits laitiers\b
37325,Moo Crispss,crisps,\bfromage\b
37334,Vega One All-in-one Nutritional Shake Chocolate Flavour,"Compléments alimentaires, Compléments po",\bCompléments alimentaires\b
37351,Peanut Butter CUP,"Compléments alimentaires, Compléments po",\bCompléments alimentaires\b
37409,Gouda,"Produits laitiers, Produits fermentés",\bProduits laitiers\b
37470,Crème Brûlée,"Produits laitiers, Desserts",\bProduits laitiers\b
37485,Dark Chocolate Peanut Butter Cups,"Snacks, Snacks sucrés",\bsucrés\b
37507,Reduce Fat Soft Cheese Lighter,"Produits laitiers, Produits fermentés",\bProduits laitiers\b
37518,Chocolate Pur Noir,"Snacks, Snacks sucrés",\bsucrés\b
37543,Crème Cuisson,"Produits laitiers, Crèmes",\bProduits laitiers\b
37544,Chocolate Noir De Cacao,"Snacks, Snacks sucrés",\bsucrés\b
37898,Meiji Macadamia,"Snacks, Snacks sucrés",\bsucrés\b
37920,Ritz Crackers Original 200 G,"snacks, snacks-salés",\bsalés\b
37969,Impact Diet Whey - Chocolate Mint,"Compléments alimentaires, Compléments po",\bCompléments alimentaires\b
38010,Vegan Protein Blend Chocolate Peanut Caramel,Compléments alimentaires,\bCompléments alimentaires\b
38126,Kraft Light Cheese,"Produits laitiers, Produits fermentés",\bProduits laitiers\b
38140,Proteínas,"Compléments alimentaires, Compléments po",\bCompléments alimentaires\b
38167,Donut Milky,"Snacks, Snacks sucrés",\bsucrés\b
38183,Chocolate Brownie Cake,"Snacks, Snacks sucrés",\bsucrés\b
38228,Creams Strawberry,"Snacks, Snacks sucrés",\bsucrés\b
38325,Soft Amaretti,"Snacks, Snacks sucrés",\bsucrés\b
38333,Spongata,"Snacks, Snacks sucrés",\bsucrés\b
38351,Green Lady,"Snacks, Snacks sucrés",\bsucrés\b
38388,Bind Chocolate,"Snacks, Snacks sucrés",\bsucrés\b
38399,Turkish Delight,"Snacks, Snacks sucrés",\bsucrés\b
38453,Fruit Chewy Dragees,"Snacks, Snacks sucrés",\bsucrés\b
38532,Britannia Toastea Milk Rusk,"Snacks, Snacks sucrés",\bsucrés\b
38644,Multigain Energy Bar,"Snacks, Snacks sucrés",\bsucrés\b
38744,ARN Scotch Finger,"Snacks, Snacks sucrés",\bsucrés\b
38789,Berry Nat Fruit Juice Chews,"Snacks, Snacks sucrés",\bsucrés\b
38790,Chews Caramel Mix,"Snacks, Snacks sucrés",\bsucrés\b
38888,Veggie Straws,"Snacks, Snacks salés",\bsalés\b
38956,"Beigel Beigel, Cracker Crispss, Sour Creme & Onion","Snacks, Snacks sucrés",\bsucrés\b
39005,Dar-vida Extra Fin Fromage,"Snacks, Snacks salés",\bsalés\b
39147,"Hellema, Fourre, Vanilla","Snacks, Snacks sucrés",\bsucrés\b
39437,English-style Gingersnap,"Snacks, Snacks sucrés",\bsucrés\b
39444,Puffs,puffed-salty-snacks,\bfromage\b
39528,Junior Caramels,"Snacks, Sweet snacks",\bchocolat\b
39553,Pattes D'ours,"Snacks, Snacks sucrés",\bsucrés\b
39556,Patte Dours,"Snacks, Snacks sucrés",\bsucrés\b
39600,Riviera Yogourt Ferme Citron,"Produits laitiers, Produits fermentés",\bProduits laitiers\b
39664,Fromage Suisse,,\bfromage\b
39670,Oreo,"Snacks, Snacks sucrés",\bsucrés\b
39717,Old Fort Cheddar,,\bfromage\b
39770,Liquorice,"Snacks, Snacks sucrés",\bsucrés\b
39797,Merci,"Snacks, Snacks sucrés",\bsucrés\b
39834,Original Danish Butter Cookies,"Snacks, Snacks sucrés",\bsucrés\b
39924,Wasabi Rice Crackers,"Snacks, Snacks salés",\bsalés\b
40144,Iögo,"Produits laitiers, Produits fermentés",\bProduits laitiers\b
40149,Indulgence Chocolate Caramel,"Compléments alimentaires, Compléments po",\bCompléments alimentaires\b
40226,"Organic Dark Chocolate Keto Nuggets Pecans, Almonds & Hemp S","Snacks, Snacks sucrés",\bsucrés\b
40318,Orgran Quinoa Puffs,"Snacks, Snacks salés",\bsalés\b
40341,Whey Protein Professional - 2350 G - Cappu?,"Compléments alimentaires, Compléments po",\bCompléments alimentaires\b
40343,"Whey Protein (2,35kg) Scitec-chocolate Blanc","Compléments alimentaires, Compléments po",\bCompléments alimentaires\b
40347,Vive Amandes Et Noix De Coco Protein Energy Snack,"Compléments alimentaires, Compléments po",\bCompléments alimentaires\b
40348,Vive Cacao Orange Protein Energy Snack,"Compléments alimentaires, Compléments po",\bCompléments alimentaires\b
40441,Chocolate Coconut Clean Protein Smoothie,"Compléments alimentaires, Compléments po",\bCompléments alimentaires\b
40485,Protein Shake Chocolate,"Compléments alimentaires, Compléments po",\bCompléments alimentaires\b
40566,Chocolate Fudge Lava Cakes,"Snacks, Snacks sucrés",\bsucrés\b
40604,Pythons,"Snacks, Snacks sucrés",\bsucrés\b
40618,The Original 7g Bcaas,"Compléments alimentaires, Protéines en p",\bCompléments alimentaires\b
40850,Mini Butter Waffles,"Snacks, Snacks sucrés",\bsucrés\b
40854,Belgix Madelaines,"Snacks, Snacks sucrés",\bsucrés\b
40863,Marzipan,"Snacks, Snacks sucrés",\bsucrés\b
40864,Napolitanas Cacao,"Snacks, Snacks sucrés",\bsucrés\b
40885,Fruity Duo Fromate Frais Strawberry & Banana,,\bfromage\b
40891,Milk Chocolate Biscuits Glutenvrij,"Snacks, Snacks sucrés",\bsucrés\b
40967,Donuts,"Snacks, Snacks sucrés",\bsucrés\b
40990,Chewing Gum - Chlorophylle,"Snacks, Snacks sucrés",\bsucrés\b
40991,Mikado Chocolate Blanc,"Snacks, Snacks sucrés",\bsucrés\b
40997,200G Carres LT Noiset.c.d'or,"Snacks, Snacks sucrés",\bsucrés\b
40999,Lindt A Cuisiner Cacao Intense,"Snacks, Snacks sucrés",\bsucrés\b
41006,Kiri À L'ail Et Au Fines Herbes,"Produits laitiers, Produits fermentés",\bProduits laitiers\b
41015,Zanzigliss,"snacks, snacks-sucrés",\bsucrés\b
41016,Happy Cherry,"Snacks, Snacks sucrés",\bsucrés\b
41017,Best Fizz,"Snacks, Snacks sucrés",\bsucrés\b
41024,Special K Frutti Rossi,"Snacks, Snacks sucrés",\bsucrés\b
41036,Cake Fourré Saveur Chocolate Noisette,"Snacks, Snacks sucrés",\bsucrés\b
41050,T. 200 NR Corse Dessert BF,"Snacks, Snacks sucrés",\bsucrés\b
41055,Meringue Doucinelle Fantaisie,"Snacks, Snacks sucrés",\bsucrés\b
41059,Yaourt Citron,"Produits laitiers, Produits fermentés",\bProduits laitiers\b
41061,Chocolate Fitness Special K,"Snacks, Snacks sucrés",\bsucrés\b
41074,Donuts Confettis,"Snacks, Snacks sucrés",\bsucrés\b
41083,Petits Financiers Aux Amandes,"Snacks, Snacks sucrés",\bsucrés\b
41090,WHEY Native Chocolate,"Compléments alimentaires, Compléments po",\bCompléments alimentaires\b
41091,Whey Native,"Compléments alimentaires, Compléments po",\bCompléments alimentaires\b
41094,Madeleine Coque Chocolate Noir,"Snacks, Snacks sucrés",\bsucrés\b
41098,Muffins Abricot Bio Viadelice,"Snacks, Snacks sucrés",\bsucrés\b
41099,Cookies Almond Chocolate,"Snacks, Snacks sucrés",\bsucrés\b
41151,Dorina,"Snacks, Snacks sucrés",\bsucrés\b
41159,Breakfast Biscuits Choco,"Snacks, Snacks sucrés",\bsucrés\b
41169,Cheese And Onion Quiche,,\bfromage\b
41175,Marzipan Minis,"Snacks, Snacks sucrés",\bsucrés\b
41183,Chocolate Whole Almonds,"Snacks, Snacks sucrés",\bsucrés\b
41188,Portokali,"Snacks, Snacks sucrés",\bsucrés\b
41198,Asbach Pralinen,"Snacks, Snacks sucrés",\bsucrés\b
41204,Haribo Balla-balla,"Snacks, Snacks sucrés",\bsucrés\b
41214,Deutsche Bonbons Hello Kitty,"Snacks, Snacks sucrés",\bsucrés\b
41227,Chocolate Muesli,Mueslis au chocolat,\bchocolat\b
41243,Skittles Chewies,"Snacks, Snacks sucrés",\bsucrés\b
41266,175G Caramels Werther's,"Snacks, Snacks sucrés",\bsucrés\b
41267,Peanut Bar,"Snacks, Snacks sucrés",\bsucrés\b
41270,Bahlsen Zoo Bears & Bees,"Snacks, Snacks sucrés",\bsucrés\b
41287,Elite Protein Bar Chocolate,"Compléments alimentaires, Compléments po",\bCompléments alimentaires\b
41299,Banana Bread,"Compléments alimentaires, Compléments po",\bCompléments alimentaires\b
41308,Grandino Barre Cookie Chocolate Au Lait,"Snacks, Snacks sucrés",\bsucrés\b
41349,High Protein Mango,"Produits laitiers, Produits fermentés",\bProduits laitiers\b
41606,Fitmart Soja Protein Isolat Raw Series (Chocolate),"Compléments alimentaires, Compléments po",\bCompléments alimentaires\b
41616,Fire Killer Candy Spray,"Snacks, Snacks sucrés",\bsucrés\b
41624,Whey Protein Cocos Crisps,"Compléments alimentaires, Compléments po",\bCompléments alimentaires\b
41630,Foodspring Protein Bar,"Compléments alimentaires, Compléments po",\bCompléments alimentaires\b
41643,Truffes Pralines,"Snacks, Snacks sucrés",\bsucrés\b
41735,YUMM Gummi Rainbow Belts,"Snacks, Snacks sucrés",\bsucrés\b
41873,Tangy Cheese Tortilla Chips,"Snacks, Snacks salés",\bsalés\b
41890,Alpen Light Summer Fruits,"Snacks, Snacks sucrés",\bsucrés\b
41905,Jus-rol Croissants,"Snacks, Snacks sucrés",\bsucrés\b
41952,Bassetts Nougat STD 35 G (pack Of ),"Snacks, Snacks sucrés",\bsucrés\b
41953,Football Gums,"Snacks, Snacks sucrés",\bsucrés\b
42012,Simpkins Mixed Fruit Travel Sweets,"Snacks, Snacks sucrés",\bsucrés\b
42013,Dark Chocolate Orange Creams 12 X,Confiseries chocolatées,\bConfiseries\b
42046,Marvelous Milk Choc Chip Cookies,"Snacks, Snacks sucrés",\bsucrés\b
42175,Happy Birthday Mix Fruit Drops,"Snacks, Snacks sucrés",\bsucrés\b
42179,Ma Baker Giant Bars - Blueberry,"Snacks, Snacks sucrés",\bsucrés\b
42224,Toffolossus Biscuit,"Snacks, Snacks sucrés",\bsucrés\b
42242,Milk Protein Vanilla,"Compléments alimentaires, Compléments po",\bCompléments alimentaires\b
42243,Low Fat Slow Release Vanilla,"Compléments alimentaires, Compléments po",\bCompléments alimentaires\b
42250,Creatine Monohydrate,"Compléments alimentaires, Compléments po",\bCompléments alimentaires\b
42256,Cookie Protéiné,"Snacks, Snacks sucrés",\bsucrés\b
42257,Myprotein Blueberry Cheeseecake Flavour,"Produits laitiers, Compléments alimentai",\bProduits laitiers\b
42259,Protein Wafers Peanut Butter,"Snacks, Snacks sucrés",\bsucrés\b
42267,Protein Oat Boosts,"Snacks, Snacks sucrés",\bsucrés\b
42285,Carb Crusher Dark Chocolate,"Compléments alimentaires, Compléments po",\bCompléments alimentaires\b
42287,Impact Whey Protein,"Compléments alimentaires, Compléments po",\bCompléments alimentaires\b
42298,Proteína Vegana,Compléments alimentaires,\bCompléments alimentaires\b
42300,Evoclear Hydro,"Compléments alimentaires, Compléments po",\bCompléments alimentaires\b
42305,Clear Whey Isolate,"Compléments alimentaires, Compléments po",\bCompléments alimentaires\b
42317,Gouda,"Dairies, Fermented foods",\bfromage\b
42334,Impact Whey Isolate,"Compléments alimentaires, Compléments po",\bCompléments alimentaires\b
42339,Chocolate Noir (avec Sel De Mer),chocolat noir,\bchocolat\b
42402,Jersey Cream Black Butter Fudge,"Snacks, Snacks sucrés",\bsucrés\b
42406,Flapjack Chocolate,"Compléments alimentaires, Compléments po",\bCompléments alimentaires\b
42408,Carb Killa Banana Armour,"Compléments alimentaires, Compléments po",\bCompléments alimentaires\b
42438,Chipotle & Lime,"Snacks, Snacks salés",\bsalés\b
42449,"Bulk Powders Pure Whey Protein Powder Shake, 1 KG - Raspberr","Compléments alimentaires, Compléments po",\bCompléments alimentaires\b
42464,Sour Watermelon - Gourmet Sweets,"Snacks, Snacks sucrés",\bsucrés\b
42488,Diet Protein Vegan,"Compléments alimentaires, Compléments po",\bCompléments alimentaires\b
42491,Dark Chocolate,"Snacks, Snacks sucrés",\bsucrés\b
42515,Better Brownie Choc Orange,"Snacks, Snacks sucrés",\bsucrés\b
42581,Strawberry Cream Gateaux,Black Forest gâteau,\bgâteau\b
42655,Caprice Delicious Wafer Rolls With Hazelnut And Cocoa Cream ,"Snacks, Snacks sucrés",\bsucrés\b
42708,French Cheese Chips,"Snacks, Chips fromage",\bfromage\b
42830,Muesli Barres,"Snacks, Snacks sucrés",\bsucrés\b
42831,Nic-nac,"Snacks, Snacks sucrés",\bsucrés\b
42846,Glutenfree & Lactosefree - Cookies Aux Pépites De Chocolate,"Snacks, Snacks sucrés",\bsucrés\b
42851,Chokotoff,"Snacks, Snacks sucrés",\bsucrés\b
42853,Mini Suzy,"Snacks, Snacks sucrés",\bsucrés\b
42857,Danonino Fraise,"Produits laitiers, Produits fermentés",\bProduits laitiers\b
42858,Yoghurt Op Griekse Wijze Aardbei,"Produits laitiers, Produits fermentés",\bProduits laitiers\b
42883,Dark Chocolate Sea Salt Cacao,"Snacks, Snacks sucrés",\bsucrés\b
42884,Chocolate Orange Amande,"Snacks, Snacks sucrés",\bsucrés\b
42885,Extra Dark Chocolate,"Snacks, Snacks sucrés",\bsucrés\b
42902,Organic Vanilla Waffle,"Snacks, Snacks sucrés",\bsucrés\b
43028,Greeting From Denmark,"Snacks sucrés, Biscuits et gâteaux",\bsucrés\b
43133,Milk Chocolate (hazelnuts),"Snacks, Snacks sucrés",\bsucrés\b
43144,Tabletă Amăruie,"Snacks, Snacks sucrés",\bsucrés\b
43146,Dark Chocolate,"Snacks, Snacks sucrés",\bsucrés\b
43166,ISO WHEY ZERO,"Compléments alimentaires, Compléments po",\bCompléments alimentaires\b
43168,Iso Whey Zero (caffe Latte),"Compléments alimentaires, Compléments po",\bCompléments alimentaires\b
43169,BCAA,"Compléments alimentaires, Compléments po",\bCompléments alimentaires\b
43186,Protein Muffin,"Snacks, Snacks sucrés",\bsucrés\b
43187,Whey Protein,"Compléments alimentaires, Compléments po",\bCompléments alimentaires\b
43195,Candy Coated Milk Chocolate Confection,"Snacks, Snacks sucrés",\bsucrés\b
43219,Cheese Flavoured Maize Snack,Snacks,\bfromage\b
43238,King Cookies Choco,"Snacks, Snacks sucrés",\bsucrés\b
43274,Kitkat,"Snacks, Snacks sucrés",\bsucrés\b
43311,Puls Bite Protein Snack Bar 35G Chocolate,"Compléments alimentaires, Compléments po",\bCompléments alimentaires\b
43373,Barre Protéinée Fraise Chocolate Blanc,"Compléments alimentaires, Compléments po",\bCompléments alimentaires\b
43402,Ragusa Blond Caramélisé,"Snacks, Snacks sucrés",\bsucrés\b
43421,"Farmer Soft, Heidelbeere & Brombeere","Snacks, Snacks sucrés",\bsucrés\b
43422,Stella Sugarless Schokolade Bitter 100 G,"Snacks, Snacks sucrés",\bsucrés\b
43456,Chunky Bar,"Snacks, Snacks sucrés",\bsucrés\b
43487,Joe Noir,"Snacks, Snacks sucrés",\bsucrés\b
43494,Chocolate Crémant,"Snacks, Snacks sucrés",\bsucrés\b
43505,Mignonnette Noir Intense,"Snacks, Snacks sucrés",\bsucrés\b
43545,Petit Beukelaer,"Snacks, Snacks sucrés",\bsucrés\b
43563,Betterfood,"Snacks, Snacks sucrés",\bsucrés\b
43568,Noir Truffé,"Snacks, Snacks sucrés",\bsucrés\b
43572,Oreo Blueberry Ice Cream,"Snacks, Snacks sucrés",\bsucrés\b
43602,Kinder Pingui Gouter Frais Genoise Avec Chocolate Noir Extra,"Snacks, Snacks sucrés",\bsucrés\b
43655,Lindor Lait,"Snacks, Snacks sucrés",\bsucrés\b
43679,Gaufrettes Fourrage Citron,"Snacks, Snacks sucrés",\bsucrés\b
43685,Fondenti Frutta,"Snacks, Snacks sucrés",\bsucrés\b
43728,Gran Delizia Classica,"Produits laitiers, Desserts",\bProduits laitiers\b
43744,Tortina Drkchoc 3s MPAK,"Snacks, Snacks sucrés",\bsucrés\b
43751,Fruit-tella Sans Sucres Expresso,"Snacks, Snacks sucrés",\bsucrés\b
43818,Choco Chips Avellanas 125gm,"Snacks, Snacks sucrés",\bsucrés\b
43821,Diet Chocolate Wafer,"Snacks, Snacks sucrés",\bsucrés\b
43837,Crema Bombón,"Produits laitiers, Desserts",\bProduits laitiers\b
43875,Proteina Vegana,"Compléments alimentaires, Compléments po",\bCompléments alimentaires\b
43980,Eti Hosbes Findik Kremali Gofret / Wafers W / Hazelnut Cream,"Snacks, Snacks sucrés",\bsucrés\b
43998,Stix,"Snacks, Snacks sucrés",\bsucrés\b
44011,Oven Baked Barbecue Flavour Chips,"Snacks, Snacks salés",\bsalés\b
44094,Danerolles,"Snacks, Snacks sucrés",\bsucrés\b
44134,Chewing-gum,"Snacks, Snacks sucrés",\bsucrés\b
44142,Smart Protein Chips,"Snacks, Snacks salés",\bsalés\b
44148,Brownie Real Belgian Chocolate,"Snacks, Snacks sucrés",\bsucrés\b
44209,Ma Pause,"Snacks, Snacks sucrés",\bsucrés\b
44288,Black Truffle,"Snacks, Snacks salés",\bsalés\b
44604,Allens Frogs Alive,"Snacks, Snacks sucrés",\bsucrés\b
44627,Kitkat Cookie Collision,"Snacks, Snacks sucrés",\bsucrés\b
44646,Extra White Sugar Free Chewing Gum In Bottle,"Snacks, Snacks sucrés",\bsucrés\b
45112,Milk Chocolate Brownie,"Compléments alimentaires, Compléments po",\bCompléments alimentaires\b
45114,Instant Natural Protein,"Compléments alimentaires, Compléments po",\bCompléments alimentaires\b
45202,Cheddar Cheese Rice Snacks,"Snacks, Snacks salés",\bsalés\b
45330,Choc Coconut Flavoured Protein Powder,"Compléments alimentaires, Compléments po",\bCompléments alimentaires\b
45615,Dark Ghana Cocoa Special Blend Dark Chocolate,"Snacks, Snacks sucrés",\bsucrés\b
